Language,Article_Title,Article_Text,Entity,Fame,Age Group,Gender,Role,Origin of Culture,Existence Type,Life Status,Era,Count,Pronoun/Verb in Wiki Article,Pronoun/Verb in Written Setting,Pronoun/Verb in Spoken Setting
Bengali,শেরিন ম্যাথিউজের মৃত্যু,"শেরিন সুসান ম্যাথিউজ''' (জন্মনাম: '''সরস্বতী কুমারী''') (জুলাই ১৪, ২০১৪ - অক্টোবর ৭, ২০১৭) ছিলেন একজন ভারতীয় আমেরিকান শিশু যাকে টেক্সাসের রিচার্ডসনের একটি কালভার্টে মৃত অবস্থায় পাওয়া যায়। ৭ অক্টোবর, ২০১৭ তারিখে তার দত্তক পিতা ওয়েসলি ম্যাথিউজ তাকে নিখোঁজ বলে জানান। তার মৃতদেহ টি তার বাড়ির কাছে একটি কালভার্টে একটি রাস্তার নীচে পাওয়া গিয়েছিল এবং তার দত্তক বাবা মৃতদেহটি নিষ্পত্তি করার কথা স্বীকার করেছিলেন।",Human,Controversial,Juvenile,Female,Others,Exotic,Real,Dead,Modern,Singular,Non-Honorific,Non-Honorific,Non-Honorific
Bengali,অং সান সু চি,"অং সান সু চি''' (, ''ঔঁ(অ) সাঁ সূ চী''; জন্ম ১৯ জুন ১৯৪৫) একজন বর্মী রাজনীতিবিদ, কূটনীতিক, এবং লেখিকা যিনি মিয়ানমারের প্রথম রাষ্ট্রীয় উপদেষ্টা (প্রধানমন্ত্রীর সমমান) হিসেবে ২০১৬ সাল থেকে ২০২১ সাল পর্যন্ত দায়িত্ব পালন করেছেন। এছাড়া তিনি ন্যাশনাল লীগ ফর ডেমোক্র্যাসির প্রধান নেত্রী। মিয়ানমারের ''দে ফ্যাক্তো'' তথা অনানুষ্ঠানিক প্রধান হিসেবেই তিনি ব্যাপকভাবে পরিচিত ছিলেন।http://www.bbc.com/news/uk-41139319 এছাড়াও প্রথম নারী হিসেবে তিনি মিয়ানমারের পররাষ্ট্র মন্ত্রী, রাষ্ট্রপতির কার্যালয়ের মন্ত্রী, বিদ্যুৎশক্তি ও ক্ষমতা বিষয়ক মন্ত্রী, এবং শিক্ষা মন্ত্রী হিসেবে প্রেসিডেন্ট তিন চওয়ের কেবিনেটে কাজ করেন; আর ২০১২ থেকে ২০১৬ সাল পর্যন্ত তিনি মিয়ানমারের হাউস অফ রিপ্রেজেন্টেটিভস তথা নিম্নকক্ষে কৌমু টাউনশিপের এমপি ছিলেন। আধুনিক মিয়ানমারের জাতির জনক অং সান এবং খিন চী এর কন্যা সু চি এর জন্ম হয় ব্রিটিশ বার্মার রেঙ্গুনে। ১৯৬৪ সালে দিল্লি বিশ্ববিদ্যালয় ও ১৯৬৮-তে অক্সফোর্ড বিশ্ববিদ্যালয় হতে স্নাতক অর্জন করার পর তিনি জাতিসংঘে তিন বছর কাজ করেন। ১৯৭২ সালে মাইকেল অ্যারিসকে বিয়ে করেন এবং তাদের দুই ছেলে হয়। ১৯৮৮-র গণ আন্দোলনের সময় সু চি সবার নজর কাড়েন এবং ন্যাশনাল লীগ ফর ডেমোক্র্যাসির (এনএলডি) সাধারণ সম্পাদক হন; সেসময় সদ্যগঠিত দলটির প্রতিষ্ঠাতা ছিলেন সামরিক জান্তার বিরোধী অবসরপ্রাপ্ত কয়েকজন সেনা কর্মকর্তা। ১৯৯০ সালের নির্বাচনে এনএলডি সংসদের ৮১% আসন পেলেও সেনাবাহিনী ক্ষমতা হস্তান্তরে অস্বীকৃতি জানায় যা আন্তর্জাতিক ক্ষেত্রে হৈ চৈ ফেলে দেয়। এদিকে নির্বাচনের আগে থেকেই সু চি-কে গৃহবন্দী করে রাখা হয়। ১৯৮৯ থেকে ২০১০ সাল পর্যন্ত ২১ বছরের মধ্যে ১৫ বছরই তাকে গৃহবন্দী অবস্থায় কাটাতে হয়; ততদিনে তিনি বিশ্বের সবচেয়ে প্রখ্যাত রাজবন্দীদের একজন হয়ে উঠেছেন। সু চির দল ২০১০ সালের নির্বাচন বয়কট করে, যা সেনাসমর্থিত ইউনিয়ন সলিডারিটি অ্যান্ড ডেভেলপমেন্ট পার্টিকে তাৎপর্যপূর্ণ বিজয় এনে দেয়। ২০১২ সালের উপনির্বাচনে সু চি সংসদের নিম্নকক্ষের এমপি হন এবং তার দল ৪৫টি ফাঁকা আসনের মধ্যে ৪৩টিতে জয়লাভ করে। ২০১৫ সালের জাতীয় নির্বাচনে তার দল ভূমিধ্বস বিজয় অর্জন করে, অ্যাসেমব্লি অফ দ্য ইউনিয়নের (সংসদ) ৮৬% আসন অর্জন করে; যদিও প্রেসিডেনশিয়াল ইলেকটোরাল কলেজে তাদের প্রার্থীকে রাষ্ট্রপতি ও দ্বিতীয় উপরাষ্ট্রপতি হিসেবে নির্বাচনের জন্য ৬৭% সংখ্যাগরিষ্ঠতাই যথেষ্ট ছিল। সু চি-র প্রয়াত স্বামী ও সন্তানেরা বিদেশি নাগরিক হওয়ায় সংবিধান অনুসারে তিনি রাষ্ট্রপতি হতে পারবেন না; তাই তিনি নবপ্রতিষ্ঠিত রাষ্ট্রীয় উপদেষ্টা পদটি গ্রহণ করেন যা কিনা মিয়ানমারের প্রধানমন্ত্রী বা সরকারপ্রধানের সমান। গণতন্ত্র ও মানবতার পক্ষে সংগ্রামের জন্য তিনি নোবেল শান্তি পুরস্কার (১৯৯১) সহ আরো অনেক পুরস্কার ও সম্মাননা অর্জন করেছেন, যদিও রোহিঙ্গা সংকট প্রসঙ্গে তার ভূমিকা তীব্রভাবে সমালোচিত। এছাড়াও ২০২০ সালে মিয়ানমারের সংসদীয় নির্বাচনে তিনি ও তার দলের অধিকাংশ নেতার প্রতি ভোটচুরি ও অনিয়মের অভিযোগ আনে দেশটির সামরিক বাহিনী তাতমাডো। ২০২১ সালের ১ ফেব্রুয়ারিতে এক সামরিক অভ্যুত্থানের পর বর্তমানে তিনি ও তার দলের অধিকাংশ নেতা গৃহবন্দী অবস্থায় আছেন। তার মুক্তির দাবিতে মিয়ানমারসহ বিশ্বের বিভিন্ন দেশে আন্দোলন শুরু হয়েছে।",Human,Controversial,Old,Female,Politics and Governance,Exotic,Real,Alive,Modern,Singular,Honorific,Honorific,Non-Honorific
Bengali,ইয়াসিন মালিক,"ইয়াসিন মালিক''' (জন্ম ৩ এপ্রিল ১৯৬৬) হলেন একজন কাশ্মীরি বিচ্ছিন্নতাবাদী নেতা ও প্রাক্তন জঙ্গি যিনি ভারত ও পাকিস্তান উভয় অংশ থেকে কাশ্মীরকে আলাদা করার পক্ষে ছিলেন। তিনি জম্মু কাশ্মীর লিবারেশন ফ্রন্টের চেয়ারম্যান, যেটি মূলত কাশ্মীর উপত্যকায় সশস্ত্র জঙ্গিবাদের নেতৃত্ব দিয়েছিল।: ""In early 1990 a group of young men in the Kashmir Valley launched a guerrilla revolt against Indian rule under the banner of a movement calling itself the Jammu and Kashmir Liberation Front (JKLF)."" মালিক ১৯৯৪ সালে সহিংসতা ত্যাগ করেন ও কাশ্মীর সমস্যার একটি নিষ্পত্তিতে আসার জন্য শান্তিপূর্ণ পদ্ধতি গ্রহণ করেছিলেন। ২০২২ সালের মে মাসে মালিক অপরাধমূলক ষড়যন্ত্র ও রাষ্ট্রের বিরুদ্ধে যুদ্ধ চালানোর অভিযোগে দোষী সাব্যস্ত হন এবং তাকে যাবজ্জীবন কারাদণ্ডে দণ্ডিত করা হয়।",Human,Controversial,Adult,Male,In Famous/Controversial Activists,Exotic,Real,Alive,Modern,Singular,Honorific,Honorific,Non-Honorific
Bengali,ড্রেকো ম্যালফয়,ড্রেকো ম্যালফয়''' (ইংরেজি: '''Draco Malfoy''') জে. কে. রাউলিং রচিত ''হ্যারি পটার'' সিরিজের একটি কাল্পনিক চরিত্র তথা অন্যতম খলনায়ক। সে হ্যারি পটারের একই বর্ষের সহপাঠী এবং স্লিদারিন হাউসের ছাত্র। সে তার হাউসের সর্বাপেক্ষা আলোচিত কিশোর চরিত্র। ভিনসেন্ট ক্র্যাব ও গ্রেগরি গোয়েল নামে দুই বোকা সহপাঠী তার ছায়াসঙ্গী। এই দুই জন দেহরক্ষীর মতো তার সঙ্গে ঘোরে। ড্রেকোর চরিত্রটি আঁকা হয়েছে এক কাপুরুষ উৎপীড়কের মতো করে যদিও সে তা না।তার সম্বন্ধে বলা যায় 'দ্য বয় হু হ্যাড নো চয়েজ'। সে মাডব্লাড বলে তার বিরোধীদের মানসিক আঘাত করে থাকে। তবে জাদুক্ষমতা ব্যবহারে তার কিছু বিশিষ্টতাও রয়েছে। ''হ্যারি পটার অ্যান্ড দ্য হাফ-ব্লাড প্রিন্স'' উপন্যাসে ড্রেকো ম্যালফয়ই প্রধান খলচরিত্র।,Human,In Famous,Juvenile,Male,Entertainment,Exotic,Fictional,Not Applicable,Modern,Singular,Non-Honorific,Non-Honorific,Non-Honorific
Bengali,হালা আল তুর্ক,"হালা আল তুর্ক''' (; ) হচ্ছে একজন বাহরাইনি গায়িকা। তার পিতা ""মুহাম্মদ আল তুর্ক"" মূলতঃ জর্ডানি। তার মা ""মনা সাবের"" বংশের দিক থেকে সিরীয়। হালা ২০০৯ সাল থেকে জনসম্মুখে গান গেয়ে আসছেন।",Human,Famous,Juvenile,Female,Entertainment,Exotic,Real,Alive,Modern,Singular,Non-Honorific,Honorific,Non-Honorific
Bengali,শেরিন ম্যাথিউজের মৃত্যু,"শেরিন সুসান ম্যাথিউজ''' (জন্মনাম: '''সরস্বতী কুমারী''') (জুলাই ১৪, ২০১৪ - অক্টোবর ৭, ২০১৭) ছিলেন একজন ভারতীয় আমেরিকান শিশু যাকে টেক্সাসের রিচার্ডসনের একটি কালভার্টে মৃত অবস্থায় পাওয়া যায়। ৭ অক্টোবর, ২০১৭ তারিখে তার দত্তক পিতা ওয়েসলি ম্যাথিউজ তাকে নিখোঁজ বলে জানান। তার মৃতদেহ টি তার বাড়ির কাছে একটি কালভার্টে একটি রাস্তার নীচে পাওয়া গিয়েছিল এবং তার দত্তক বাবা মৃতদেহটি নিষ্পত্তি করার কথা স্বীকার করেছিলেন।",Human,Controversial,Juvenile,Female,Others,Exotic,Real,Dead,Modern,Singular,Non-Honorific,Non-Honorific,Non-Honorific
Bengali,শ্রদ্ধা শ্রীনাথ,"শ্রদ্ধা শ্রীনাথ''' একজন ভারতীয় চলচ্চিত্র অভিনেত্রী, যিনি মূলত কন্নড়, তামিল এবং তেলুগু চলচ্চিত্রে অভিনয় করে থাকেন। তিনি ২০১৬ সালের কন্নড় সাইকোলজিক্যাল থ্রিলার ''ইউ টার্ন''-এ তার ভূমিকার জন্য প্রশংসা অর্জন করেছিলেন, যার জন্য তিনি শ্রেষ্ঠ অভিনেত্রী বিভাগে ফিল্মফেয়ার পুরস্কার জিতেছিলেন এবং ''জার্সি'', ''উরভি'', ''বিক্রম বেদ'', ''নেরকোন্ডা পারভাই'' এবং ''অপারেশন আলামেলাম্মা''-এর মতো চলচ্চিত্রে তিনি অভিনয় করেছিলেন। পরবর্তীতে তিনি শ্রেষ্ঠ অভিনেত্রী (সমালোচক) বিভাগে ফিল্মফেয়ার পুরস্কার - কন্নড় জিতেছিলেন। তিনি বর্ষসেরা নারী সন্ধান হিসাবে জি সিনে পুরস্কার তেলুগু ২০২০ অর্জন করেন।",Human,Famous,Adult,Female,Entertainment,Exotic,Real,Alive,Modern,Singular,Honorific,Honorific,Non-Honorific
Bengali,ইয়াহওয়েহ্,"alt=A coin showing a bearded figure seating on a winged wheel, holding a bird on his outstretched hand|থাম্ব|পারসিক প্রদেশ ইয়েহুদ মেদিনেট থেকে প্রাপ্ত খ্রিস্টপূর্ব ৪র্থ শতকের একটি হাখমানেশি সাম্রাজ্য|পারস্য রৌপ্য মুদ্রা যা সম্ভবত একটি ডানাওয়ালা চাকার উপর সিংহাসনে অধিষ্ঠিত ইয়াহওয়েহের প্রতিনিধিত্ব করে '''ইয়াহওয়েহ্''' হল প্রাচীন ইস্রায়েল এবং যিহূদার জাতীয় ঈশ্বর। তাঁর উপাসনার উৎস অন্তত লৌহ যুগের প্রথম দিক হতে সম্ভবত ব্রোঞ্জ যুগের শেষভাগ পর্যন্ত। প্রাচীনতম বাইবেলীয় সাহিত্যে ইয়াহওয়েহ্ এক ঝড় এবং যুদ্ধের দেবতা যে ইসরায়েলের শত্রুদের বিরুদ্ধে স্বর্গীয় বাহিনীর নেতৃত্বদানকারী; সেই সময়ে ইস্রায়েলীয়রা এল, আশেরাহ এবং বাআল সহ বিভিন্ন কেনানীয় দেব-দেবীর পাশাপাশি তার পূজা করত; পরবর্তী শতাব্দীতে এল আর ইয়াহওয়েহ্ একত্র হয়ে যায় এবং এল-যুক্ত ঐশ্বরিক বিশেষণ এল শাদ্দাই শুধুই ইয়াহওয়েহের জন্য প্রযোজ্য করা হয় এবং অন্যান্য ঈশ্বর যেমন বাল এবং আশেরারা ইয়াহওয়েহবাদের মাঝে শেষ হয়ে যায়। ব্যাবিলনীয় বন্দিদশার শেষের দিকে বিদেশী দেবতাদের অস্তিত্বকে অস্বীকার করা হয়েছিল এবং ইয়াহওয়েহকে বিশ্বজগতের স্রষ্টা এবং সমগ্র বিশ্বের অদ্বিতীয় প্রকৃত ঈশ্বর হিসেবে ঘোষণা করা হয়েছিল। পারসিক যুগে জনসমক্ষে ইয়াহওয়েহ্ নামটি উচ্চারণ করা নিষিদ্ধ হিসাবে বিবেচিত হয়; ইহুদিরা ঐশ্বরিক নামটির পরিবর্তে ''আদোনাই'' ( যার অর্থ ""আমার প্রভুগণ"" শব্দটিকে বিকল্প হিসেবে বেঁছে নিলেও এলোহিমের ন্যায় একবচন হিসেবে ব্যবহার শুরু করে এবং পরবর্তীতে ৭০ খ্রিস্টাব্দে মন্দির ধ্বংস হয়ে যাওয়ার পর নামটির মূল উচ্চারণ লোকমুখে হারিয়ে যায়। প্রাচীন ইহুদি ধর্মের বাইরে খ্রিস্টপূর্ব ২য় থেকে ৫ম শতাব্দী পর্যন্ত ইয়াহওয়েহকে প্রায়শই গ্রিক-রোমান জাদুগ্রন্থে ইয়াও, আদোনাই, সাবাওথ, ও এলোয়াই নামে উল্লেখ করা হয়েছে।",Deity,Famous,Not Applicable,Gender Neutral/Non-Specific,Religion and Spirituality,Exotic,Mythological,Not Applicable,Historical,Singular,Honorific,Honorific,Honorific
Bengali,আইসিস,"আইসিস''' অথবা আরও বেশি বিশ্বাসযোগ্যভাবে '''আসেট''' () হল প্রাচীন মিশরীয় ধর্মবিশ্বাসে মাতৃত্ব, যাদু এবং ঊর্বরতার দেবী। মূলত মিশরীয় ধর্মবিশ্বাসের দেবী হলেও, আইসিসের উপাসনা প্রাচীন মিশরের বাইরে গ্রিক-রোমান বিশ্বেও ছড়িয়ে পড়েছিল। আদর্শ মা, স্ত্রী, প্রকৃতি ও যাদুর পৃষ্ঠপোষক হিসেবে আইসিসের উপাসনা করা হত। দাস, কারীগর, পাপী তাপী জন থেকে শুরু করে ধনবান, অভিজাত, শাসনকর্তা, কুমারী নারী - সবার প্রার্থনাই আইসিস শুনতেন।R.E Witt, ""Isis in the Ancient World"", p. 7, 1997, লিখিত ভাবে আইসিসের উপাসনার উল্লেখ পাওয়া যায় খ্রিস্টপূর্ব ২৫০০ এর অল্প কিছু কাল পরেই, পঞ্চম রাজবংশের সময়ে। শুরুর দিকে, মিশরীয় পুরাণ অনুসারে আইসিস হলেন নুট ও গেবের প্রথমা কন্যা, হোরাসের মা। কালের প্রবাহে হাথরের কিছু বৈশিষ্ট্যও আইসিসের মধ্যে আসতে দেখা যায়। পরের দিকে দেখা যায়, আইসিসের একজন ভাইও রয়েছেন, ওসাইরিস, যিনি পরে তার স্বামী হন এবং তারা জন্ম দেন তাদের সন্তান হোরাস কে। ওসাইরিসের পূনর্জাগরণের ঘটনায় আইসিসের ভূমিকা সবচেয়ে বেশি। অপর এক দেবতা, সেতের এর হাতে ওসাইরিসের মৃত্যু হয়। আইসিস নিজের যাদু ক্ষমতা কাজে লাগিয়ে সেই মৃতদেহের সমস্ত বিচ্ছিন্ন অংশ গুলো জড়ো করেন এবং তাতে প্রাণ সঞ্চালণ করেন।Veronica Ions, Egyptian Mythology, Paul Hamlyn, 1968, পরবর্তীতে পুরাণের এই ঘটনা মিশরীয়দের ধর্মবিশ্বাসের উপর অত্যন্ত গুরুত্বপূর্ণ প্রভাব বিস্তার করে। আইসিসের অন্যান্য পরিচয়ের মধ্যে রয়েছে সারল্যের দেবী, মৃতদের রক্ষাকারিনী, শিশুদের দেবী যার থেকে সবকিছুর শুরু হয়, রুটি, পানীয় এবং সবুজ ক্ষেতের দেবী। পরের দিকে মিশরীয় পুরাণে এই বিশ্বাস দেখা যায় যে, স্বামী ওসাইরিসকে হারানোর শোকে ক্রন্দরতা আইসিসের অশ্রূ থেকেই নীল নদ প্লাবিত হয়। প্রতি বছর ওসাইরিসের মৃত্যু এবং পুনর্জাগরণকে বিভিন্ন রকম আচার অনুষ্ঠানের মাধ্যমে উদ্‌যাপন করা হত। মিশর ছাড়িয়ে আইসিসের উপাসনা ছড়িয়ে পড়েছিল গ্রিক-রোমান বিশ্বেও। খ্রিস্টিয় মতবাদের প্রচার শুরু হওয়ার পূর্ব পর্যন্ত আইসিসের উপাসনা চালু ছিল সে সব অঞ্চলে।""The Church in Ancient Society: From Galilee to Gregory the Great"", Henry Chadwick, p526, Oxford University Press, 2003,",Deity,Famous,Not Applicable,Female,Religion and Spirituality,Exotic,Mythological,Not Applicable,Historical,Singular,Honorific,Honorific,Non-Honorific
Bengali,অ্যাশওয়েল প্রিন্স,"অ্যাশওয়েল গ্যাভিন প্রিন্স''' (; জন্ম: ২৮ মে, ১৯৭৭) পোর্ট এলিজাবেথে জন্মগ্রহণকারী সাবেক দক্ষিণ আফ্রিকান আন্তর্জাতিক ক্রিকেটার। দক্ষিণ আফ্রিকা দলের পক্ষে টেস্ট ও একদিনের আন্তর্জাতিকে অংশগ্রহণ করেছেন। দলে তিনি মূলতঃ বামহাতি মাঝারিসারির ব্যাটসম্যান ছিলেন। এছাড়াও কভার এলাকায় চমকপ্রদ ফিল্ডার হিসেবে ভূমিকা রেখেছেন '''অ্যাশওয়েল প্রিন্স'''। ২৯ বছর বয়সে প্রথম অ-শ্বেতাঙ্গ ক্রিকেটার হিসেবে আহত গ্রেইম স্মিথের পরিবর্তে ২ টেস্টে দলকে নেতৃত্ব দেন। ঘরোয়া ক্রিকেটে ইস্টার্ন প্রভিন্স দলের প্রতিনিধিত্ব করেন।",Human,Famous,Adult,Male,Sports,Exotic,Real,Alive,Modern,Singular,Honorific,Honorific,Non-Honorific
Bengali,লাত,"thumb|ঊটের পিঠে '''লাত''', ১০০ খ্রিস্টাব্দ, তায়েফ, সৌদি আরব '''লাত''' বা '''আল-লাত''' (আরবী: اللات) ছিলেন আরবের প্রাক-ইসলামী যুগের একজন দেবী। তিনি মক্কার তিনজন প্রধান দেবীর একজন। মুসলমানদের পবিত্র ধর্মগ্রন্থ কুরআন শরীফের ৫৩ নম্বর সুরা নজমের ১৯ নম্বর আয়াত বা বাক্যে লাতের কথা বর্ণিত হয়েছে যা থেকে জানা যায় ইসলাম পূর্ববর্তী সময়ে আরবের অধিবাসীগন মানাত ও উজ্জার সাথে লাতকে আল্লাহর মেয়ে হিসেবে বিবেচনা করত। মুহাম্মদ এর নির্দেশে তায়েফ এ লাতের মন্দির গুড়িয়ে দেয়া হয়।Note: Book contains a list of battles of Muhammad in Arabic, English translation available , and archive of page তায়েফের গোত্রবাসীদের ক্ষমা করার পূর্বে লাতের মূর্তি ধ্বংস করার দাবী করেছিলেন মুহাম্মদ ।",Deity,Famous,Not Applicable,Female,Religion and Spirituality,Exotic,Mythological,Not Applicable,Historical,Singular,Non-Honorific,Non-Honorific,Non-Honorific
Bengali,শেরিন ম্যাথিউজের মৃত্যু,"শেরিন সুসান ম্যাথিউজ''' (জন্মনাম: '''সরস্বতী কুমারী''') (জুলাই ১৪, ২০১৪ - অক্টোবর ৭, ২০১৭) ছিলেন একজন ভারতীয় আমেরিকান শিশু যাকে টেক্সাসের রিচার্ডসনের একটি কালভার্টে মৃত অবস্থায় পাওয়া যায়। ৭ অক্টোবর, ২০১৭ তারিখে তার দত্তক পিতা ওয়েসলি ম্যাথিউজ তাকে নিখোঁজ বলে জানান। তার মৃতদেহ টি তার বাড়ির কাছে একটি কালভার্টে একটি রাস্তার নীচে পাওয়া গিয়েছিল এবং তার দত্তক বাবা মৃতদেহটি নিষ্পত্তি করার কথা স্বীকার করেছিলেন।",Human,Controversial,Juvenile,Female,Others,Exotic,Real,Dead,Modern,Singular,Non-Honorific,Non-Honorific,Non-Honorific
Bengali,ইমাম সমুদ্র,"ইমাম সমুদ্র''' ( , ১৪ জানুয়ারী ১৯৭০ - ৯ নভেম্বর ২০০৮), '''আব্দুল আজিজ''' নামেও পরিচিত, '''কুদামা/কুদামা''', '''ফাতিহ/ফাত,''' '''আবু উমর''' বা '''হেরি''', একজন ইন্দোনেশিয়ান ছিলেন যিনি এক হত্যাকাণ্ড পরিচালনায় তার ভূমিকার জন্য দোষী সাব্যস্ত এবং মৃত্যুদণ্ডপ্রাপ্ত হন। বড়দিনের প্রাক্কালে ২০০২ সালে ইন্দোনেশিয়ায় ২০০২ সালে বালি বোমা হামলা ও সন্ত্রাসবাদ, উভয়ই সবচেয়ে বড় এবং মারাত্মক ঘটনা ছিল। সমুদ্র, হুদা বিন আব্দুল হক (মুক্লাস নামে পরিচিত) এবং আমরোজি বিন নুরহাসিম (আমরোজি নামে পরিচিত) একসাথে বালি বোমা হামলার সমন্বয় ও পরিচালনার জন্য তাদের মৃত্যুদন্ড কার্যকর করা হয়েছিল।",Human,In Famous,Adult,Male,Criminals,Exotic,Real,Dead,Modern,Singular,Non-Honorific,Non-Honorific,Non-Honorific
Bengali,উবাইদুল্লাহ ইবনে যিয়াদ,"উবায়েদুল্লাহ ইবনে যিয়াদ''' (; মৃত্যু আগস্ট ৬৮৬) প্রথম মুয়াবিয়া ও প্রথম ইয়াজিদ-এর শাসনাকালের বসরা, কুফা এবং খোরাসানের একজন উমাইয়া গভর্নর এবং খলিফা প্রথম মারওয়ান এবং আব্দুল মালিকের শাসনমলে উমাইয়া সেনাবাহিনীর একজন অন্যতম সেনাপতি। হুসাইন ইবনে আলীসহ আলী ইবনে আবু তালিবের পরিবারের সদস্যদের হত্যার জন্য মুসলিমদের কাছে তিনি একজন কুখ্যাত ব্যক্তিত্ব। ৬৭৩ সালে তার পিতা যিয়াদ ইবনে আবিহির মৃত্যুর পর কার্যত উত্তরাধিকারসূত্রে তিনি গভর্নরের দায়িত্ব পান। গভর্নর থাকাকালে তিনি খারিজি এবং আলীয়দের বিদ্রোহ দমন করেন। কারবালার যুদ্ধের পর ৬৮০ সালে তিনি হুসাইন এবং তার ক্ষুদ্র অনুসারীদলকে হত্যা করেন, যা মুসলিম সম্প্রদায়কে মর্মাহত করে। আব্দুল্লাহ ইবনে জুবায়েরের বিদ্রোহের সময় অবশেষে আরব উপজাতীয় অভিজাতবর্গেরা তাকে ইরাক থেকে উৎখাত করে।",Human,In Famous,Adult,Male,Politics and Governance,Exotic,Real,Dead,Historical,Singular,Honorific,Honorific,Non-Honorific
Bengali,মার্গারেট ক্যাম্বল গেইজ,"মার্গারেট ক্যাম্বল গেইজ''' (১৭৩৪-১৮২৪) ছিলেন জেনারেল থমাস গেইজের স্ত্রী। থমাস গেইজ আমেরিকার স্বাধীনতা আন্দোলনের সময় ব্রিটিশ সেনাবাহিনীর প্রধান সেনা কর্মকতা ছিলেন। ক্যাম্বল স্বাধীনতা আন্দোলনের সময় তার স্বামীর বিরুদ্ধে গুপ্তচরাবৃত্তি করেছেন। কারণ তিনি জন্মসূত্রে ছিলেন আমেরিকান। তার জন্ম নিউ জার্সির নিউ বার্নসউইকেNew York Historical Society, Vol. 17 of '''The Kemble Papers''', (New York: New Historical Society, 1884), xiv, http://books.google.com/books?hl=en&lr=&id=Qq4FAAAAMAAJ. এবং তিনি পূর্ব বার্নসউইকে বসবাস করতেন।Allen, Thomas B. , HarperCollins, 2010. , p. 52. Accessed May 26, 2013. ""Oliver was a nephew of General Gage's wife, the former Margaret Kemble, from East Brunswick, New Jersey, who adapted to British ways while clinging to her American identity.""",Human,Controversial,Old,Female,Military,Exotic,Real,Dead,Historical,Singular,Non-Honorific,Honorific,Non-Honorific
Bengali,নলকুবের,"নলকুবের''', বা '''নলকুবার''' (), হিন্দু ও বৌদ্ধ পুরাণে মণিগ্রীবের ভাই (মণিভদ্র নামেও পরিচিত), যক্ষ রাজা কুবেরের (বৈশ্রবণ নামেও পরিচিত) পুত্র এবং রম্ভা ও রত্নমালার স্বামী হিসেবে আবির্ভূত হয়। হিন্দু ও বৌদ্ধ সাহিত্যে নলকুবেরকে প্রায়ই যৌন প্রতারক ব্যক্তিত্ব হিসেবে দেখা যায়।",Other Being,Controversial,Not Applicable,Male,Deity,Exotic,Mythological,Not Applicable,Historical,Singular,Non-Honorific,Honorific,Non-Honorific
Bengali,হারুন,"হারুন''' (, , ''’Ahărōn'') ইসলাম, ইহুদিধর্ম ও খ্রিষ্টধর্ম অনুসারে একজন নবী। ইসলামের ধর্মগ্রন্থ কুরআন ও হাদিসে তাঁর কথা উল্লেখ করা হয়েছে। বিশ্বাস করা হয় যে, তিনি মুসার সহযোগী হিসেবে ফেরাউনের কাছে আল্লাহর বাণী পৌঁছে দিয়েছিলেন। জর্ডানের পেত্রার কাছে তাঁর সমাধি রয়েছে বলে মনে করা হয়।",Human,Famous,Not Applicable,Male,Religion and Spirituality,Exotic,Mythological,Dead,Historical,Singular,Honorific,Honorific,Honorific
Bengali,কাসপার হুসার,"কাসপার হুসার''' (জন্মঃ ৩০ এপ্রিল, ১৮১২? ; মৃত্যুঃ ১৭ ডিসেম্বর, ১৮৩৩) একজন জার্মান রহস্যময় বালক যিনি তার জীবনের অধিকাংশ সময় একটি ছোট কুঠরিতে বন্দি অবস্থায় কাটিয়েছেন। গ্র্যান্ড ডিউক অক বাডেনের সঙ্গে কাসপারের চেহারার আশ্চর্য রকম মিল থাকায় অনেকেই কাসপারকে রাজবংশের উত্তারিধারী হিসেবে মনে করতেন। কিন্তু পরর্বীতে পেশাদার ইতিহাসবিদরা এ মতবাদ নাকচ করে দেন।Reinhard Heydenreuter: ''König Ludwig I. und der Fall Kaspar Hauser'', in: Staat und Verwaltung in Bayern. Festschrift für Wilhelm Volkert zum 75. Geburtstag. Ed. by Konrad Ackermann and Alois Schmid, Munich 2003, pp.&nbsp;465–476, here p.&nbsp;465. ১৮৩৩ সালের ১৭ ডিসেম্বর তিনি ছুরিকাঘাতে আহত হয়ে মৃত্যুবরণ করেন।",Human,Controversial,Juvenile,Male,Royalty and Nobility,Exotic,Real,Dead,Modern,Singular,Honorific,Honorific,Non-Honorific
